prompt
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "A♥" neon red glow. Centered large glowing red mechanical heart made of circuits and pulsing energy core, small sleek android figure standing below, traditional ace layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "2♥" neon red glow. Showing exactly 2 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "3♥" neon red glow. Showing exactly 3 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "4♥" neon red glow. Showing exactly 4 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "5♥" neon red glow. Showing exactly 5 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "6♥" neon red glow. Showing exactly 6 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "7♥" neon red glow. Showing exactly 7 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "8♥" neon red glow. Showing exactly 8 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "9♥" neon red glow. Showing exactly 9 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "10♥" neon red glow. Showing exactly 10 glowing red mechanical hearts made of circuits and energy cores, arranged in traditional playing card pip layout, neon red glow. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "J♥" neon red glow. Young male android hacker with glowing red visor, cybernetic arm holding holographic data pad, confident pose, neon red accents. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "Q♥" neon red glow. Elegant female cyborg empress with long flowing cable hair, exposed glowing red heart core in chest, regal pose, beautiful yet menacing. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "K♥" neon red glow. Massive powerful robot overlord with crown of antennas and circuits, glowing red energy aura, commanding throne pose. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "A♦" neon purple glow. Large glowing purple quantum crystal with internal energy veins in the center, small elegant tall alien silhouette below, traditional ace layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "2♦" neon purple glow. Showing exactly 2 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "3♦" neon purple glow. Showing exactly 3 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "4♦" neon purple glow. Showing exactly 4 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "5♦" neon purple glow. Showing exactly 5 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "6♦" neon purple glow. Showing exactly 6 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "7♦" neon purple glow. Showing exactly 7 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "8♦" neon purple glow. Showing exactly 8 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "9♦" neon purple glow. Showing exactly 9 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "10♦" neon purple glow. Showing exactly 10 glowing purple quantum crystals alien gems with internal energy, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "J♦" neon purple glow. Slender agile alien scout with large black eyes, crystalline armor plates, holding energy blade, dynamic pose. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "Q♦" neon purple glow. Majestic tall alien empress with flowing bioluminescent tendrils, crystal crown and jewelry, ethereal and regal. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "K♦" neon purple glow. Ancient colossal multi-armed alien overlord with gem-encrusted exoskeleton, imposing and majestic. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "A♣" acid green glow. Large acid-green biomechanical alien node with writhing tentacles and dripping acid in the center, small xenomorph head below, traditional ace layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
A single playing card front view, portrait orientation, aspect ratio 5:7, 1200x1680 pixels, high resolution. Dark cosmic nebula background with subtle stars and energy particles. Futuristic metallic border with glowing neon circuit lines. Top-left and bottom-right corners show large glowing futuristic font "2♣" acid green glow. Showing exactly 2 acid-green biomechanical alien nodes with tentacles and dripping acid, arranged in traditional pip layout. Highly detailed digital sci-fi concept art, dramatic volumetric lighting, cinematic --ar 5:7 --stylize 250 --v 6
